fullArabicName,fullEnglishName,phoneNumber,email,isEmailConfirmed,investmentfields,investmentStage,idNumber,investmentLicenseNumber,profilePhoto,role,points,organization,jobTitle,availableBudget,currency,notification,description,recommendation_id,password
جميلة زكريا الكومي,Thomas Brown,96660971504,moralesholly@example.org,TRUE,"['الرعاية الصحية الرقمية والتطبيب عن بُعد ', 'التكنولوجيا المالية (FinTech) والمدفوعات الرقمية']",Seed (مرحلة التأسيس والتمويل الأولي),P716917051,INV4955453103,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,290,Mullins-Moore,Director,910671,(AED) درهم إماراتي,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",146,$2a$12$7UEaj9PASvOGT5.qTQZzb.R/apC1bnK82HN..3w8dAAuquYXracwm
رنا خالد الشامي,Nicole Wilson,2050612722,jessicapeters@example.com,FALSE,"['التطوير العقاري السكني والتجاري', 'الكفاءة الطاقية وحلول الاستدامة']",Late Stage / IPO (ما قبل الطرح العام),2.11E+13,INV6472308735,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,58,Delacruz LLC,Director,915895,(SAR) ريال سعودي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",147,$2a$12$qCgRzeY8pUbhU2lGOiZZhOU7ZHgeeinsNsV4Wg6JPdFaKJVno9gj.
نهى فتحي أبو زيد,Nicholas Kidd,21264510884,haydenmcgee@example.org,FALSE,"['التطوير العقاري السكني والتجاري', 'الطاقة المتجددة (الطاقة الشمسية، الرياح، الهيدروجين الأخضر)']",Pre-Seed (النماذج الأولية),4.29E+13,INV1207973738,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,250,Williams Inc,Founder,238522,(EUR) يورو,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",148,$2a$12$cYJ2sWsq8yWLICEn5q3Zz.dRw9gomVcrQSlr.dSuhdX0WcBVG0XN.
بسمة سليم العزبي,Evan Freeman,96175986776,sullivanshawn@example.net,TRUE,"['البرمجيات كخدمة (SaaS) والتطبيقات', 'الكفاءة الطاقية وحلول الاستدامة']",Seed (مرحلة التأسيس والتمويل الأولي),KV788064,INV9551776163,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,225,Phillips-Holloway,Managing Partner,586358,(SAR) ريال سعودي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",149,$2a$12$MowE8Z0J/cGOIVIKp2ESe.Rr37lrldPRztH2JO3ijBwCsPdUY5WJm
مازن فؤاد منصور,Hayley Harris,97155341780,smithmarissa@example.net,TRUE,"['البرمجيات كخدمة (SaaS) والتطبيقات', 'الكفاءة الطاقية وحلول الاستدامة']",Seed (مرحلة التأسيس والتمويل الأولي),1.67E+13,INV3776539355,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,77,Weaver Ltd,CEO,832942,(EGP) جنيه مصري,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",150,$2a$12$bbuxuW8Xi3WFFDreX4R3JufWQ/rvaEtevAKgwGUASEddPm/WhI3K6
أمينة توفيق الجبالي,George Gonzalez,21281649638,hlopez@example.org,FALSE,"['السياحة والسفر والفنادق', 'التطوير العقاري السكني والتجاري']",Seed (مرحلة التأسيس والتمويل الأولي),1458346,INV8026366901,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,152,Potter-Hall,Director,237331,(USD) دولار أمريكي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",151,$2a$12$IQ3j8YuRD4LlpRWWbMDndeUM5TE4csBqBI/QonlVEPwUU7wl1NJ8y
سعيد عادل الفيومي,John Sutton,21223493333,richardelliott@example.net,TRUE,"['الرعاية الصحية الرقمية والتطبيب عن بُعد ', 'الذكاء الاصطناعي والتعلم الآلي']",Pre-Seed (النماذج الأولية),5.37E+13,INV0337807521,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,257,Hogan and Sons,Founder,903589,(USD) دولار أمريكي,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",152,$2a$12$7K.fMlp0JjWOgatBOCiEcOWduaB/cG8mG77YlGNtgyKaxqP9.Ynh2
مها فتحي الديب,Candice Williams,21673420071,dawnwallace@example.com,TRUE,"['تكنولوجيا التعليم (EdTech) والتعلم الإلكتروني', 'الطاقة المتجددة (الطاقة الشمسية، الرياح، الهيدروجين الأخضر)']",Pre-Seed (النماذج الأولية),OH727175259,INV1073898888,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,176,Wells-Gilmore,Managing Partner,457382,(EGP) جنيه مصري,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",153,$2a$12$My1T8VxygyzI3O3J6FJqDei8g5h.jBlwyCNhsi0frexBrxjgB1Ig.
علاء محمود منصور,Alexis Lee,97198070679,molly43@example.net,TRUE,"['التطوير العقاري السكني والتجاري', 'الزراعة الذكية والتكنولوجيا الزراعية (AgriTech)']",Seed (مرحلة التأسيس والتمويل الأولي),5.42E+13,INV3217119493,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,272,Leon Inc,CEO,670740,(EUR) يورو,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",154,$2a$12$Wty3CIbuSl.M0j/OvqFsMegF/ZDQ6VwP9dljvk0PVdvbcftXWisd6
ليلى سليم الشناوي,Eric Lee,97156743216,john44@example.com,TRUE,"['الكفاءة الطاقية وحلول الاستدامة', 'السياحة والسفر والفنادق']",Pre-Seed (النماذج الأولية),YU7236483,INV8354978118,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,144,Johnson and Sons,Director,280623,(SAR) ريال سعودي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",155,$2a$12$jKkrQ32vTV9eKWZbR97YiOKbXVamK.TyVBe.gAKI1eEhH8d2lW78.
أمينة محمود الطويل,Dr. Lauren Williams,21297221346,mckenziebenjamin@example.net,TRUE,"['الذكاء الاصطناعي والتعلم الآلي', 'تكنولوجيا التعليم (EdTech) والتعلم الإلكتروني']",Late Stage / IPO (ما قبل الطرح العام),RQ26497882,INV0846950204,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,146,Pratt-Campbell,Managing Partner,599175,(USD) دولار أمريكي,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",156,$2a$12$benM55HZ3ofmv3HxPDPYU.rJB5gD8Id0dlPFSnKAVl/LCnmnHsBTO
علاء جمعة الشامي,Linda Norman,21657412465,courtney17@example.com,TRUE,"['التكنولوجيا المالية (FinTech) والمدفوعات الرقمية', 'الذكاء الاصطناعي والتعلم الآلي']",Series B (التوسع والنمو السريع),9.92E+13,INV0434824312,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,114,Jones-Martin,Managing Partner,565412,(SAR) ريال سعودي,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",157,$2a$12$aoHuOsUnXYPKp9JWpcQ0OO0Zuuz2aDBEx4yUB/9K8/loUNkwK4YTm
محمد حسن الجبالي,Christopher George,97450720701,darrellboone@example.net,FALSE,"['الزراعة الذكية والتكنولوجيا الزراعية (AgriTech)', 'الذكاء الاصطناعي والتعلم الآلي']",Pre-Seed (النماذج الأولية),H699966056,INV3678179499,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,210,Hall Inc,Director,722847,(AED) درهم إماراتي,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",158,$2a$12$6ySv6ApCJ0zmxTOybesvdeKUHPmqz9HOovhOW0w5aLOFJqx5m3Y9u
جميلة رمضان الطويل,Charlotte Black,96209262901,nicolefox@example.net,TRUE,"['السياحة والسفر والفنادق', 'تكنولوجيا التعليم (EdTech) والتعلم الإلكتروني']",Pre-Seed (النماذج الأولية),AO276499,INV0678611996,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,91,"Smith, Diaz and Suarez",Founder,273981,(EUR) يورو,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",159,$2a$12$GCLEP.0fN9mHlS1LflKM0.Fkw4bH6yLUq1Hhnd5eSQZRGScMvWSlG
محمد عبد الرحمن بركات,Travis Dunlap,97196223225,smartin@example.org,FALSE,"['الزراعة الذكية والتكنولوجيا الزراعية (AgriTech)', 'التطوير العقاري السكني والتجاري']",Seed (مرحلة التأسيس والتمويل الأولي),8.95E+13,INV2752692785,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,282,"Sloan, Gutierrez and Thompson",Director,371602,(USD) دولار أمريكي,FALSE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",160,$2a$12$MmSiXGtey3UJVnbPKVAjV.YW1Q7rfHC4Pw9tBh3wPylhXir5AHOSC
إبراهيم محمود العزبي,Michael Ruiz,97464348854,matthewjohnson@example.net,TRUE,"['الرعاية الصحية الرقمية والتطبيب عن بُعد ', 'الذكاء الاصطناعي والتعلم الآلي']",Seed (مرحلة التأسيس والتمويل الأولي),3.48E+12,INV5266714538,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,70,Morales-Cochran,CEO,271506,(AED) درهم إماراتي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",161,$2a$12$3gEuPobQl5WZb/6Czhbtrev8vZaWwjoHzF52yErXIJpZMDVT1IGPq
سعيد مجدي منصور,Nicole Ward,21227546085,danielvillegas@example.org,TRUE,"['الذكاء الاصطناعي والتعلم الآلي', 'الطاقة المتجددة (الطاقة الشمسية، الرياح، الهيدروجين الأخضر)']",Series B (التوسع والنمو السريع),N968386231,INV6331421244,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,69,"Cook, Gonzalez and Fowler",CEO,806751,(EUR) يورو,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",162,$2a$12$UG/tmzvFq2y0Wua2LTG/YORsJ5Bu/sUkpWejrBWJDjqOWilQYbnSG
أيمن زكريا حسان,Jacqueline Bailey,96674223820,allisontucker@example.net,TRUE,"['الذكاء الاصطناعي والتعلم الآلي', 'تكنولوجيا التعليم (EdTech) والتعلم الإلكتروني']",Seed (مرحلة التأسيس والتمويل الأولي),1.20E+13,INV5419738562,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,188,"Brown, Mcknight and Harper",CEO,627703,(USD) دولار أمريكي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",163,$2a$12$W6NhrxuMk2iNYMyguaxBJO58w6l7GtIuZEYpMx8pNdPi2wls.dNue
أيمن فؤاد الشناوي,Kyle Bennett,97494895695,dfrench@example.com,FALSE,"['التكنولوجيا المالية (FinTech) والمدفوعات الرقمية', 'الزراعة الذكية والتكنولوجيا الزراعية (AgriTech)']",Seed (مرحلة التأسيس والتمويل الأولي),Y0602021,INV7125494895,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,191,Smith LLC,Managing Partner,936553,(SAR) ريال سعودي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",164,$2a$12$Tw4kzH9oqcU1/Ti6q4ltuOpqFTAuPKybmnSMjYh.ZTmBpsA8TMtAS
دعاء وائل المصري,Wendy Vance,96168535596,evelynwheeler@example.net,TRUE,"['البرمجيات كخدمة (SaaS) والتطبيقات', 'الطاقة المتجددة (الطاقة الشمسية، الرياح، الهيدروجين الأخضر)']",Pre-Seed (النماذج الأولية),2.26E+13,INV7977912649,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,126,Miller-Moss,CEO,549320,(SAR) ريال سعودي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",165,$2a$12$qDK9O/crMi1M73wvOLYZDOyhzloWe3EFAUMpa9tjBbZaevZ0ULDEm
يوسف نبيل أبو زيد,Amanda Webb,96607121408,stacy15@example.net,FALSE,"['البرمجيات كخدمة (SaaS) والتطبيقات', 'الرعاية الصحية الرقمية والتطبيب عن بُعد ']",Series A (التوسع الأولي),3.21E+13,INV6739865601,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,222,"Mcclure, Garcia and Chavez",Founder,404982,(USD) دولار أمريكي,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",166,$2a$12$QcatzK7szB1vZLmnxhPtU.dIf/RX3ywdZYjneljbu77U.9R00JDF.
خلود سليم الكومي,Emily Collins,97405171014,russellsutton@example.net,TRUE,"['التطوير العقاري السكني والتجاري', 'الكفاءة الطاقية وحلول الاستدامة']",Late Stage / IPO (ما قبل الطرح العام),LI305282,INV4364648412,https://res.cloudinary.com/dqh3zhxhc/image/upload/v1750340742/users/fvlbikknrinpqhxhsltm.jpg,investor,82,Butler Inc,Managing Partner,751071,(EGP) جنيه مصري,TRUE,"أنا مستثمر يتمتع بخبرة واسعة في تحليل الأسواق، وتقييم الفرص الاستثمارية، وبناء محافظ مالية متوازنة تحقق النمو المستدام. أؤمن بأن الاستثمار الناجح لا يعتمد فقط على الأرقام، بل على فهم عميق للسوق، والرؤية المستقبلية، والقدرة على اتخاذ قرارات استراتيجية في الوقت المناسب. خلال مسيرتي، قمت بإدارة استثمارات في قطاعات متنوعة مثل التكنولوجيا، والطاقة المتجددة، والعقارات، والأسواق الناشئة. أركز دائمًا على الابتكار، والاستثمار في الشركات التي تمتلك نماذج أعمال قوية، وفِرَق قيادية متميزة، وإمكانات نمو طويلة الأمد.",167,$2a$12$X67r91rHSONXOXrvmFbDw.Yixcpyqtyw6FhDLXD8LKOptv.YRpyXK
